Temperature (K)	Pressure (MPa)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
198.15	427.05	34.747	0.028780	-0.17763	12.113	97.115	31.439	42.575	1701.4	-0.54622	234.93	0.25922	supercritical
198.15	428.05	34.764	0.028766	-0.17724	12.136	97.088	31.450	42.580	1702.9	-0.54605	235.44	0.25954	supercritical
198.15	429.05	34.780	0.028752	-0.17685	12.159	97.060	31.461	42.586	1704.4	-0.54587	235.96	0.25986	supercritical
198.15	430.05	34.797	0.028738	-0.17645	12.182	97.032	31.472	42.591	1705.8	-0.54570	236.47	0.26018	supercritical
198.15	431.05	34.813	0.028725	-0.17605	12.206	97.004	31.483	42.597	1707.3	-0.54552	236.98	0.26049	supercritical
198.15	432.05	34.830	0.028711	-0.17564	12.229	96.977	31.494	42.602	1708.7	-0.54535	237.50	0.26081	supercritical
198.15	433.05	34.846	0.028697	-0.17522	12.252	96.949	31.505	42.608	1710.2	-0.54518	238.01	0.26113	supercritical
198.15	434.05	34.863	0.028684	-0.17480	12.275	96.921	31.516	42.613	1711.6	-0.54500	238.53	0.26145	supercritical
198.15	435.05	34.879	0.028670	-0.17438	12.299	96.894	31.527	42.619	1713.1	-0.54483	239.04	0.26177	supercritical
198.15	436.05	34.896	0.028657	-0.17394	12.322	96.866	31.538	42.624	1714.5	-0.54465	239.56	0.26208	supercritical
198.15	437.05	34.912	0.028643	-0.17351	12.345	96.839	31.549	42.630	1716.0	-0.54448	240.07	0.26240	supercritical
198.15	438.05	34.929	0.028630	-0.17306	12.368	96.812	31.560	42.635	1717.4	-0.54431	240.59	0.26272	supercritical
198.15	439.05	34.945	0.028616	-0.17261	12.391	96.784	31.571	42.641	1718.9	-0.54413	241.11	0.26303	supercritical
198.15	440.05	34.961	0.028603	-0.17215	12.415	96.757	31.582	42.646	1720.3	-0.54396	241.62	0.26335	supercritical
198.15	441.05	34.978	0.028590	-0.17169	12.438	96.730	31.593	42.652	1721.7	-0.54379	242.14	0.26366	supercritical
198.15	442.05	34.994	0.028577	-0.17123	12.461	96.702	31.603	42.657	1723.2	-0.54361	242.66	0.26398	supercritical
198.15	443.05	35.010	0.028563	-0.17075	12.484	96.675	31.614	42.663	1724.6	-0.54344	243.17	0.26429	supercritical
198.15	444.05	35.026	0.028550	-0.17027	12.507	96.648	31.625	42.668	1726.0	-0.54327	243.69	0.26461	supercritical
198.15	445.05	35.042	0.028537	-0.16979	12.531	96.621	31.636	42.674	1727.5	-0.54309	244.21	0.26492	supercritical
198.15	446.05	35.058	0.028524	-0.16930	12.554	96.594	31.646	42.679	1728.9	-0.54292	244.73	0.26523	supercritical
198.15	447.05	35.075	0.028511	-0.16880	12.577	96.567	31.657	42.685	1730.3	-0.54275	245.25	0.26555	supercritical
198.15	448.05	35.091	0.028498	-0.16830	12.600	96.540	31.668	42.690	1731.7	-0.54257	245.77	0.26586	supercritical
198.15	449.05	35.107	0.028485	-0.16780	12.623	96.513	31.678	42.696	1733.1	-0.54240	246.29	0.26617	supercritical
198.15	450.05	35.123	0.028472	-0.16728	12.646	96.486	31.689	42.701	1734.6	-0.54223	246.81	0.26648	supercritical
198.15	451.05	35.139	0.028459	-0.16677	12.670	96.460	31.700	42.707	1736.0	-0.54206	247.33	0.26680	supercritical
198.15	452.05	35.155	0.028446	-0.16624	12.693	96.433	31.710	42.712	1737.4	-0.54188	247.85	0.26711	supercritical
198.15	453.05	35.170	0.028433	-0.16571	12.716	96.406	31.721	42.718	1738.8	-0.54171	248.37	0.26742	supercritical
198.15	454.05	35.186	0.028420	-0.16518	12.739	96.379	31.731	42.723	1740.2	-0.54154	248.89	0.26773	supercritical
198.15	455.05	35.202	0.028407	-0.16464	12.762	96.353	31.742	42.728	1741.6	-0.54137	249.41	0.26804	supercritical
198.15	456.05	35.218	0.028395	-0.16410	12.785	96.326	31.753	42.734	1743.0	-0.54120	249.93	0.26835	supercritical
198.15	457.05	35.234	0.028382	-0.16355	12.808	96.300	31.763	42.739	1744.4	-0.54102	250.45	0.26866	supercritical
198.15	458.05	35.250	0.028369	-0.16299	12.831	96.273	31.774	42.745	1745.8	-0.54085	250.98	0.26896	supercritical
198.15	459.05	35.265	0.028356	-0.16243	12.855	96.247	31.784	42.750	1747.2	-0.54068	251.50	0.26927	supercritical
198.15	460.05	35.281	0.028344	-0.16186	12.878	96.220	31.795	42.756	1748.6	-0.54051	252.02	0.26958	supercritical
198.15	461.05	35.297	0.028331	-0.16129	12.901	96.194	31.805	42.761	1750.0	-0.54034	252.54	0.26989	supercritical
198.15	462.05	35.312	0.028319	-0.16072	12.924	96.167	31.816	42.767	1751.4	-0.54017	253.07	0.27020	supercritical
198.15	463.05	35.328	0.028306	-0.16014	12.947	96.141	31.826	42.772	1752.8	-0.53999	253.59	0.27050	supercritical
198.15	464.05	35.344	0.028294	-0.15955	12.970	96.115	31.836	42.778	1754.1	-0.53982	254.12	0.27081	supercritical
198.15	465.05	35.359	0.028281	-0.15896	12.993	96.089	31.847	42.783	1755.5	-0.53965	254.64	0.27112	supercritical
198.15	466.05	35.375	0.028269	-0.15836	13.016	96.062	31.857	42.788	1756.9	-0.53948	255.17	0.27142	supercritical
198.15	467.05	35.390	0.028256	-0.15776	13.039	96.036	31.867	42.794	1758.3	-0.53931	255.69	0.27173	supercritical
198.15	468.05	35.406	0.028244	-0.15715	13.062	96.010	31.878	42.799	1759.7	-0.53914	256.22	0.27203	supercritical
198.15	469.05	35.421	0.028232	-0.15654	13.086	95.984	31.888	42.805	1761.0	-0.53897	256.74	0.27234	supercritical
198.15	470.05	35.437	0.028219	-0.15592	13.109	95.958	31.898	42.810	1762.4	-0.53880	257.27	0.27264	supercritical
198.15	471.05	35.452	0.028207	-0.15530	13.132	95.932	31.909	42.816	1763.8	-0.53863	257.79	0.27295	supercritical
198.15	472.05	35.467	0.028195	-0.15467	13.155	95.906	31.919	42.821	1765.1	-0.53846	258.32	0.27325	supercritical
198.15	473.05	35.483	0.028183	-0.15404	13.178	95.880	31.929	42.826	1766.5	-0.53829	258.85	0.27355	supercritical
198.15	474.05	35.498	0.028170	-0.15340	13.201	95.854	31.939	42.832	1767.9	-0.53812	259.37	0.27386	supercritical
198.15	475.05	35.513	0.028158	-0.15276	13.224	95.828	31.950	42.837	1769.2	-0.53795	259.90	0.27416	supercritical
198.15	476.05	35.529	0.028146	-0.15211	13.247	95.803	31.960	42.843	1770.6	-0.53778	260.43	0.27446	supercritical
198.15	477.05	35.544	0.028134	-0.15146	13.270	95.777	31.970	42.848	1772.0	-0.53761	260.96	0.27477	supercritical
198.15	478.05	35.559	0.028122	-0.15080	13.293	95.751	31.980	42.853	1773.3	-0.53744	261.49	0.27507	supercritical
198.15	479.05	35.574	0.028110	-0.15014	13.316	95.726	31.990	42.859	1774.7	-0.53727	262.02	0.27537	supercritical
198.15	480.05	35.590	0.028098	-0.14947	13.339	95.700	32.001	42.864	1776.0	-0.53710	262.55	0.27567	supercritical
198.15	481.05	35.605	0.028086	-0.14880	13.362	95.674	32.011	42.870	1777.4	-0.53693	263.07	0.27597	supercritical
198.15	482.05	35.620	0.028074	-0.14812	13.385	95.649	32.021	42.875	1778.7	-0.53676	263.60	0.27627	supercritical
198.15	483.05	35.635	0.028062	-0.14744	13.408	95.623	32.031	42.880	1780.1	-0.53659	264.14	0.27657	supercritical
198.15	484.05	35.650	0.028050	-0.14675	13.431	95.598	32.041	42.886	1781.4	-0.53642	264.67	0.27687	supercritical
198.15	485.05	35.665	0.028039	-0.14606	13.454	95.572	32.051	42.891	1782.7	-0.53626	265.20	0.27717	supercritical
198.15	486.05	35.680	0.028027	-0.14536	13.477	95.547	32.061	42.897	1784.1	-0.53609	265.73	0.27747	supercritical
198.15	487.05	35.695	0.028015	-0.14466	13.500	95.521	32.071	42.902	1785.4	-0.53592	266.26	0.27777	supercritical
198.15	488.05	35.710	0.028003	-0.14396	13.523	95.496	32.081	42.907	1786.8	-0.53575	266.79	0.27807	supercritical
198.15	489.05	35.725	0.027992	-0.14325	13.546	95.471	32.091	42.913	1788.1	-0.53558	267.32	0.27836	supercritical
198.15	490.05	35.740	0.027980	-0.14253	13.569	95.446	32.101	42.918	1789.4	-0.53541	267.86	0.27866	supercritical
198.15	491.05	35.755	0.027968	-0.14181	13.592	95.420	32.111	42.923	1790.8	-0.53525	268.39	0.27896	supercritical
198.15	492.05	35.770	0.027957	-0.14109	13.615	95.395	32.121	42.929	1792.1	-0.53508	268.92	0.27926	supercritical
198.15	493.05	35.784	0.027945	-0.14036	13.638	95.370	32.131	42.934	1793.4	-0.53491	269.46	0.27955	supercritical
198.15	494.05	35.799	0.027934	-0.13963	13.661	95.345	32.141	42.939	1794.7	-0.53474	269.99	0.27985	supercritical
198.15	495.05	35.814	0.027922	-0.13889	13.684	95.320	32.151	42.945	1796.1	-0.53458	270.52	0.28015	supercritical
198.15	496.05	35.829	0.027910	-0.13815	13.707	95.295	32.161	42.950	1797.4	-0.53441	271.06	0.28044	supercritical
198.15	497.05	35.844	0.027899	-0.13740	13.730	95.270	32.170	42.955	1798.7	-0.53424	271.59	0.28074	supercritical
198.15	498.05	35.858	0.027888	-0.13665	13.753	95.245	32.180	42.961	1800.0	-0.53408	272.13	0.28103	supercritical
198.15	499.05	35.873	0.027876	-0.13589	13.776	95.220	32.190	42.966	1801.3	-0.53391	272.66	0.28133	supercritical
198.15	500.05	35.888	0.027865	-0.13513	13.799	95.195	32.200	42.971	1802.6	-0.53374	273.20	0.28162	supercritical
